username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Mimi Joeckel,1586497072341065730,"Katy, Texas",2023-01-22 17:10:52,"@cenkuygur Oh - and, Cenk - guess what all those criminal illegals have when they sneak across our borders?  GUNS.… https://t.co/QINLRvZwMC",0,Twitter Web App,
Rodney Ellis,23438894,"Houston, Texas",2023-01-22 16:57:35,"I'm disgusted and saddened by the mass shooting at a Lunar New Year celebration in CA. 

We stand in solidarity wit… https://t.co/z3ccZFsvpi",2,Twitter for Android,
Irony’s Child Stands with Ukraine against Putin!,40941810,Somewhere near Houston,2023-01-22 16:53:53,@ClancyJeni @haliehanky @BeverlyFolkers They have been rare. They have protocols and they usually have a larger mor… https://t.co/rrKUaN0O5b,0,Twitter for iPhone,
TXan4life,1295533835938078724,"Sienna Plantation, TX",2023-01-22 16:53:29,@crzyjarman @Jennife11148116 @joenev Jennifer if it wasn’t for guns and brave people who used them you wouldn’t hav… https://t.co/HIPuirULVb,0,Twitter for iPhone,
Will,1586043184660074496,"Houston, TX",2023-01-22 16:37:49,@ericareport Please say you know nothing about guns next time.,0,Twitter for iPhone,
Twin_Dad,1448286285278371847,"Houston, TX",2023-01-22 16:27:19,@LaneZane1 @Victorshi2020 Not getting rid of guns. Any other ideas that may actually help a situation like this one?,0,Twitter for Android,
said rick,2324710478,"Houston, TX",2023-01-22 16:24:08,guns guns guns guns!!! 😡California mass shooting after lunar new year celebrations leaves 10 dead – video | Global… https://t.co/Va34X7x0ts,0,Twitter for iPhone,
Strawberry Patch’s Blueberry,16226370,"Houston, TX",2023-01-22 16:18:27,"@RichCheckmaker @AllenKessler I realize you’ve probably never left your red bubble, but kids holding/learning about… https://t.co/gT7BDksTlG",0,Twitter for iPhone,
Dru Stevenson,1210747270624399360,"Houston, TX",2023-01-22 16:16:47,"@Paul4GunSense They immediately say, ""It must have been a gun-free zone,"" implying that the massacre would not have… https://t.co/pXYUjt7lcv",0,Twitter Web App,
FBA Taurus Bull 🇺🇸FBA& PROUD,345727352,"Houston, TX",2023-01-22 16:13:22,@AddieShepherd19 @FaceTheNation @CBSNews @krisvancleave Its because they banned all gun but they now have a huge kn… https://t.co/k9BrJudg6J,0,Twitter for Android,
Joseph L Trahan,18948741,"Houston, Texas",2023-01-22 16:12:51,"@GeorgeTakei The last known photo of those ""guns"" that committed that violence in Monterey Park CA

Adding insult t… https://t.co/YP9T436pEG",1,Twitter Web App,
Houston Flood,103989833,"Houston, TX",2023-01-22 16:08:41,@GavinNewsom Guns are not violent.  People are violent.,0,Twitter Web App,
Evan Garcia,2588844073,"Houston, TX",2023-01-22 15:59:01,"After brief remarks, Axl Rose is now performing his Guns N’ Roses song “November Rain” https://t.co/RLlpxurSGX",0,Twitter for iPhone,
Karen Yip,730413268309704704,"Houston, TX",2023-01-22 15:36:28,"Moms
Dads
Survivors
Neighbors
Family
Teachers
Students
Others
#MomsAreEverywhere and we need everyone to join the f… https://t.co/hLXxXvPqPW",0,Twitter for iPhone,
Medic,45059187,WESTBANK,2023-01-22 15:33:57,"https://t.co/dmXJlYOIL3
Yet another shooting that was done by criminals. I'll go out on a limb and say illegal guns… https://t.co/7HMg81wgdS",0,Twitter for Android,
Robert Says Defund the FBI🇺🇸,822602915500199937,"Houston, TX",2023-01-22 15:29:51,@DoniTheDon_ By ‘ban guns’… They mean only the govt should have guns which is the EXACT reason the 2A was written.,0,Twitter for iPhone,
GhostofJammes,1324736256945852429,"Houston, TX",2023-01-22 15:26:24,It's the guns https://t.co/BTQkWmksjG,0,Twitter for Android,
Sharron L Burnett,536706391,"Pearland, Texas",2023-01-22 15:18:41,@davidhogg111 I really do not understand the love affair with guns that has overtaken our society. It sickens me. W… https://t.co/XiS5vMxH5V,0,Twitter Web App,
tai 🤍🫶🏼🇺🇸 🇺🇦🕊,900834626922586113,"Houston, TX",2023-01-22 15:13:19,@jadedcreative @MollyJongFast Don’t forget the lawyers and the guns,0,Twitter for iPad,
Brandon 💫,1586225290585440269,"Houston, TX",2023-01-22 15:05:06,@PRTgeneral @BillMwmurray @TizzyEnt So what are you supposed to? Let the criminals with guns kill you? You anti-gun people are a riot lmao,0,Twitter for iPhone,
Brandon 💫,1586225290585440269,"Houston, TX",2023-01-22 15:01:48,@wyocountrypunk @BillMwmurray @TizzyEnt Well unfortunately people have to be. This world isn’t a friendly “everyone… https://t.co/VrUx3lKMBQ,0,Twitter for iPhone,
Brandon 💫,1586225290585440269,"Houston, TX",2023-01-22 14:57:12,@Jorsch2R @BillMwmurray @TizzyEnt What are you trying to say? That people shouldn’t have a means to defend themselv… https://t.co/g6WGeNgsZS,0,Twitter for iPhone,
Gamer 🕹️🏓,947701635094122496,"Houston, TX",2023-01-22 14:52:17,"@TIME Americans are dying because of Republicans' ""easy access to guns.""",0,Twitter Web App,
DonnaHackemack…,59531539,"Houston, TX",2023-01-22 14:50:12,"5th mass shooting in the FIRST MONTH of this year &amp; the most deadly since Uvalde. If it’s the people, not the guns,… https://t.co/tYCJi1e1sQ",0,Twitter for iPhone,
aceman79,1584662503035994113,"Houston, TX",2023-01-22 14:45:37,@CBSNews Guns control,0,Twitter for iPhone,
Atlas2686,118258766,Houston,2023-01-22 14:39:55,"@44RampantRanger @Sysonator @AP And don't get me wrong, I own guns, but I have no issue if it was way more difficul… https://t.co/avdTX99pFV",0,Twitter for Android,
DFreshinHouston,362241717,houston,2023-01-22 14:37:00,"@ninaturner Uh, the gun didn't kill anyone.  The person did.  And, and, and, ..it happened in a place where no one… https://t.co/e02b6FN3ry",0,Twitter for Android,
JujuBeads,1963116283,"Cypress, Texas",2023-01-22 14:30:23,"@BritniDWrites The politicians are going to Come with ""thoughts and prayers"" while they continue to support the mas… https://t.co/NrOFOBm9A6",0,Twitter for Android,
Tony Florence,2895822006,Houston Texas,2023-01-22 14:14:45,"@SheriffEd_HCSO It's not the guns it's who have the gun is responsible, if all the law are changed, we will still h… https://t.co/0XnEaFCuq6",0,Twitter Web App,
Chee,48267616,"Houston, TX",2023-01-22 13:56:51,What do some of y’all get by flexing guns on social media? Like what do you all get out of it! Cause I still just don’t see the purpose.,0,Twitter for iPhone,
Atlas2686,118258766,Houston,2023-01-22 13:51:58,@44RampantRanger @Sysonator @AP The issue is the prevalence and ease of gun ownership. Which cops can then kill you… https://t.co/toYphARGbL,0,Twitter for Android,
Taco Wrangler X,1556826313490632704,"Houston,TX",2023-01-22 13:26:40,"@FpotusTruth i have said it before, there are almost 400 million guns in America. If guns were the issue, there wou… https://t.co/ylrBeVYIt0",0,Twitter for iPhone,
Atlas2686,118258766,Houston,2023-01-22 13:26:36,@44RampantRanger @Sysonator @AP Here you go: the US has one of the highest suicide rates due to guns with being the… https://t.co/qay0YVBEX8,0,Twitter for Android,
Taco Wrangler X,1556826313490632704,"Houston,TX",2023-01-22 13:13:59,"@ElleOnFire1 @Susann0513 @EdKrassen The subject was good guys with guns, aka an armed civilian. Not police. Try to pay attention, scholar.",0,Twitter for iPhone,
Kimberly Curses Tavernier,16508489,"Houston, Texas",2023-01-22 13:10:41,@fawnapril @janeelisabethh Yep. So when my eldest came home from their house at 4 and said they were taking him to… https://t.co/mlQZRvWDAW,0,Twitter for iPhone,
Lee walton,1599776988746612737,"League City, TX",2023-01-22 13:10:41,"@ErrolWebber He shot,killed someone, there is no standing behind him. Actor or not. he held a gun in his hand and p… https://t.co/3rbceQk6M5",0,Twitter for iPhone,
Arms Ads,1537891669214760963,"Houston, TX",2023-01-22 13:00:26,"Christensen Arms, Modern Precision Pistol @evgunusa
.
.
.
.
.
#armsads #pewpewlife #2a #survival #edc
#tactical… https://t.co/RhUVRjrguQ",1,Constant Contact - Social Posts,
Rob Bass,940688542233067520,"Houston, TX",2023-01-22 12:58:07,@dickster1907 @CBSLA @inside_cupboard Take the guns away from the criminals.,0,Twitter for Android,
Atlas2686,118258766,Houston,2023-01-22 12:56:32,"@44RampantRanger @Sysonator @AP I mean, we do know. 

We have by far the most guns owned per 100 people. 

We have… https://t.co/sYljvWvTYD",0,Twitter for Android,
Taco Wrangler X,1556826313490632704,"Houston,TX",2023-01-22 12:44:55,"@reemarasool There are close to 400 million guns in the U.S., if guns were the problem, there would 20 mass shooting a day.  Try again.",0,Twitter for iPhone,
Taco Wrangler X,1556826313490632704,"Houston,TX",2023-01-22 12:35:42,@Susann0513 @EdKrassen It’s LA genius. Good guys can’t have guns.,0,Twitter for iPhone,
Irony’s Child Stands with Ukraine against Putin!,40941810,Somewhere near Houston,2023-01-22 12:18:41,@ClancyJeni Quite a few of them are shown the guns. They use flash lights to show that the barrels are empty. In th… https://t.co/UjFFlJjhQd,0,Twitter for iPad,
TheSkepticalProthean,1101008957089505280,"Houston, TX",2023-01-22 12:18:01,@TackleCarlson @Styx666Official It's a good comparison of a country that banned guns to prevent government overthro… https://t.co/8t3zxzAZqx,0,Twitter Web App,
TheSkepticalProthean,1101008957089505280,"Houston, TX",2023-01-22 12:14:49,"@TackleCarlson @Styx666Official Go peek into Mexico. The country with the most stringent gun laws in the world, yet… https://t.co/9Jq3UQ3rVJ",0,Twitter Web App,
TheSkepticalProthean,1101008957089505280,"Houston, TX",2023-01-22 12:10:15,"@TerraNova0xB @Styx666Official ""Less guns == harder to get"" 
JFL. Go look into Mexico. The country with the most st… https://t.co/krillR5j2y",0,Twitter Web App,
Houston Conservative Forum,921011895557083141,Texas mostly. ,2023-01-22 11:46:21,"Frigging impossible, machine guns are illegal. They passed a law. https://t.co/dVFNQHhvYE",1,Twitter for iPad,
Irony’s Child Stands with Ukraine against Putin!,40941810,Somewhere near Houston,2023-01-22 11:40:47,@ClancyJeni The young lady who is now also being tried for manslaughter was almost fired from her first film becaus… https://t.co/4MZIyFVOgD,0,Twitter for iPad,
Irony’s Child Stands with Ukraine against Putin!,40941810,Somewhere near Houston,2023-01-22 11:38:23,@ClancyJeni My husband and I saw experts who were interviewed at the time who stated that they had been offered the… https://t.co/bTcpruSU08,0,Twitter for iPad,
Lou Medina,550815711,"Houston, TX",2023-01-22 11:38:00,@UnfilteredOnFox @dbongino @RayKellyNYPD Sleepy Joe would just wrestle the guns away from the crooks! Like he did g… https://t.co/rtajHMaUXh,0,Twitter for Android,
Irony’s Child Stands with Ukraine against Putin!,40941810,Somewhere near Houston,2023-01-22 11:30:31,@ClancyJeni This was not being filmed. They were setting up camera angles.he could have used a toy gun. I hate guns… https://t.co/hmTtLgrwS9,0,Twitter for iPad,
Shafqat Ehsan,1380609597598093313,"Houston, Texas",2023-01-22 10:52:29,A country that is obsessed with guns will have no safe place and no safe events. Even the ones that are symbol of p… https://t.co/I3rXsYhaxV,1,Twitter for iPhone,
Shaheen Shokoofandeh,898121483658162176,"Houston, TX",2023-01-22 10:43:26,The USA needs Moral and Religous police like the Islamic Republic of Iran has. The USA would never have so many pro… https://t.co/4ikbAAAmHp,0,Twitter for iPhone,
John Albert,497300307,"Houston, Texas",2023-01-22 10:37:30,@leslibless @MarciaSessler @BrendaA24168120 @NewaiGreen @TiwannaRN42 @BeachCity55 @rog43305701 @CherokeeParks… https://t.co/xUnhdrpChT,4,Twitter for iPhone,
🎄Goddess Freya🎄,1523260012264574976,Beach City,2023-01-22 09:59:14,Republicans will always preach about freedom but then arrest anyone who they dont agree with. Cross dressing aint a… https://t.co/Glscdx09o0,1,Twitter for iPhone,
Streets Are For People NH=neighborhood,1320380173078974469,"Houston, TX",2023-01-22 09:18:34,"@constans Am I only person who reads books who has never read Guns, Germs, and Steel?",0,Twitter Web App,
Gamer 🕹️🏓,947701635094122496,"Houston, TX",2023-01-22 08:37:30,"@nypost Americans are dying because of Republicans' ""easy access to guns.""",0,Twitter Web App,
dar G.,30816323,Houston TX,2023-01-22 08:15:18,"@bbckalbasi Doesn’t make sense that way , shouldn’t it be nation without guns is like lions without teeth",0,Twitter for iPhone,
Steven Watts,1146192133,"Spring, TX",2023-01-22 07:58:59,"@AndrewTate_MD California has some of the most restrictive guns laws in the country. 😲 ""hOw dID tHiS hApPEN""",0,Twitter for Android,
Alijah⁶,1440141684176666626,"Houston, TX",2023-01-22 07:21:36,@Nadavisback Lupe has an arsenal of guns,0,Twitter for iPhone,
TXan4life,1295533835938078724,"Sienna Plantation, TX",2023-01-22 06:16:25,"@Jennife11148116 @crzyjarman @joenev Over 100,000 people die from drug involved deaths every year and drugs have al… https://t.co/C7wTY8SL0a",0,Twitter for iPhone,
juan pablo 🏈🇲🇽,1577083475286425601,"Houston, TX",2023-01-22 06:14:43,@CjotikusMaximus @EndWokeness well guns r the cause of death,0,Twitter for iPhone,
David Ryan,2860815264,"Houston, TX",2023-01-22 06:13:15,@AliceEvansGruff @MEWhitt1 I think you’ll take a greater stand against guns if you refuse roles that require you to… https://t.co/WGjnPfzlV3,0,Twitter for iPhone,
Jennifer Gwendolyn Graham,1596224815261794309,"Houston, TX",2023-01-22 06:09:11,@GrahamAllen_1 People can use your guns to protect them so keep them nearby. Biden cannot take them from you. It ca… https://t.co/tTLUo44069,0,Twitter for Android,
DIEM MALUM,388435259,"Houston, TX",2023-01-22 06:06:53,Niggas straight bitches I swear if y’all you do is pull out guns you a hoe and your momma raised cuz you can’t fw t… https://t.co/a3IaakeOcz,0,Twitter for iPhone,
Stambush Staffing,196205755,"Houston, Texas",2023-01-22 05:09:11,@Zerosumgame33 @MarketMaven2022 Not that I know of.  I’ve been a fairly consistent reader of the Tesla tweets for s… https://t.co/eBnhPeLp6R,0,Twitter for iPhone,
David Cearley,302144437,"Houston, TX",2023-01-22 04:56:47,"@ericareport Rifles of ALL kinds account for less than 1% of all gun homicides, and law abiding gun owners account… https://t.co/WTIeUzLYbs",0,Twitter for Android,
One Step @ a Time.,1012821874793951237,"Houston, TX",2023-01-22 04:44:26,"@lmmswg Goodnight, Guns. Sweet dreams. ❤️",0,Twitter for Android,
KHOU 11 News Houston,15791186,"Houston, TX",2023-01-22 02:19:00,Nearly 300 guns were found at TSA checkpoints at George Bush Intercontinental Airport last year. https://t.co/icGNnsjPo2,2,SocialNewsDesk,
Chance McClain,2476601,"Spring, TX",2023-01-22 02:01:58,@ChrisSolis @Super70sSports Yeah man heavy metal. Poison. LA Guns. Enuff Znuff. Faster Pussycat. Jovi.,0,Twitter for iPhone,
Agent White,556905427,"Houston, TX",2023-01-22 01:51:38,Y’all got guns and we got guns but we don’t post ours,1,Twitter for iPhone,
TrueTexan,898693655145447426,"Houston, TX",2023-01-22 00:36:11,"@DonaldJTrumpJr Too bad Alec did move to Canada like he promised!!  

Maybe if he understood how guns work it would… https://t.co/SXpQU4IGqd",0,Twitter for Android,
Keith Gaspar,4059159798,"Houston, TX",2023-01-22 00:13:21,"@JBBooks76 @abc13houston Well no, not at all. In a Democrat utopia there would be no guns. They would have to commu… https://t.co/lmMO01c99a",0,Twitter for Android,
Arms Ads,1537891669214760963,"Houston, TX",2023-01-22 00:00:01,"Ruger GP101 .357 magnum @MATEArmory
.
.
.
.
.
#armsads #pewpewlife #2a #survival #edc
#tactical #freedom #rifle… https://t.co/rLxCRZteHl",1,Constant Contact - Social Posts,
milfordmom,791268030600798209,"Houston, TX",2023-01-21 23:33:42,@BobChoate54 @ehanks2208 @AbbieKamin @MomsDemand @CrimeStopHOU You know EXACTLY which laws we oppose. Thanks for th… https://t.co/VhK5fbLxVY,0,Twitter Web App,
The Cranky Barfly,1087435210243932160,Houston,2023-01-21 23:29:20,"God, guns, and gas stoves!🇺🇸
The Flareup Over Gas Stoves Has a Long History https://t.co/V26yK44Dro",0,Twitter for Android,
Michael R. Wimberly,100625142,"Houston, Texas",2023-01-21 22:54:26,"@ananavarro If you are willing to reject
1 Events of Jan. 6, 2021 constituted an armed insurrection-no guns confisc… https://t.co/CoRtBC8m8M",0,Twitter Web App,
TheRealKJB,44614289,"Houston, TX",2023-01-21 22:53:23,@ConservBrief Wonder if they will replace all the guns with walkie-talkies. 🤔,0,Twitter for Android,
Lou Medina,550815711,"Houston, TX",2023-01-21 22:50:34,"@DineshDSouza I don't carry assault weapons, I carry guns!",0,Twitter for Android,
Cinnders,1319503753,"Houston, TX",2023-01-21 22:46:47,@StallionsWyld @brclothwrites Lmao He only understands Russian too😂😂😂 and I’m allergic to him. Кузя acts like a dog… https://t.co/sNggAWdoUc,0,Twitter for iPhone,
DKC,1486578598987374592,"Baytown, TX",2023-01-21 21:57:13,"@Nadeshot “sToP mAkInG cOd LiKe FoRtNiTe”

“wE nEed FlOaTiNg GuNs”

Cod community is never going to be satisfied.",0,Twitter for iPhone,
DLD🇺🇸♥️🌎,1182400902,"Houston, TX",2023-01-21 21:52:32,Biden &amp; his ilk want to take our guns away whereby we won't be able to protect ourselves from criminals/home break-… https://t.co/JmcmDj67BR,0,Twitter Web App,
Sophia 🌵🌵🌵,506854479,"Houston, TX",2023-01-21 21:48:27,"@gunsupnation We should be lifting these kids up, not tearing them down!  Guns up ❤️🖤❤️🖤",0,Twitter for iPhone,
Ginger C. Esq.,717936199118102528,"Houston, Texas ",2023-01-21 20:35:34,@LKJGreystone @Anthony75558075 @farah_khan21 That accounts for a small #. Do you think the Euro countries with guns… https://t.co/7cIq2F4xhT,0,Twitter for Android,
Chron,1309271240562151425,"Houston, TX",2023-01-21 20:27:05,The confiscation follows a record-setting year for gun confiscations at U.S. airports. https://t.co/ooZuFQCf1y,1,SocialFlow,
Sophia 🌵🌵🌵,506854479,"Houston, TX",2023-01-21 19:59:29,@gunsupnation My throat hurts from screaming!!!!!  Guns up! Ŧ Ŧ,0,Twitter for iPhone,
🏁2WessBoyz 🏁,743214882951069696,"Houston, TX",2023-01-21 19:59:17,We gotta do better as a society black folk I’m working and these two kids in a nice neighborhood having a whole pho… https://t.co/HFUpcgwpiG,0,Twitter for iPhone,
Paul the Lesser,153174294,Houston,2023-01-21 19:54:51,@LunarFlame17 @mattwilcoxen @janeelisabethh My cousin lives in bear country. Their mudroom is full of guns.,0,Twitter Web App,
Paul Galyean,91366276,"Spring, TX",2023-01-21 19:17:32,"@Gobao75 @chucksphone2013 @blueheartedly You obviously don’t know me very well and that’s OK. I may be a liberal, b… https://t.co/nIzZtkVufz",0,Twitter for iPhone,
el cuh,1583447117024092161,"Houston, TX",2023-01-21 19:07:00,@SnowLeo84687400 @arizman2 @TonyBrunoShow @RepKClark @rweingarten You’re comparing guns to humans. Shows how much you value people huh,0,Twitter for iPhone,
Leo Lira Anderson,1328070676939481093,"Houston, TX",2023-01-21 18:55:11,@Apauzy @charlieINTEL People were complains about having guns look fake and not realistic,0,Twitter for iPhone,
G.W. Boles,40251996,"Kemah, TX",2023-01-21 18:49:58,@bigangrylaw @AlecBaldwin It doesn’t matter if it was dummy bullets. You always act as if it is a real gun. Without… https://t.co/JpT5F8xP1p,0,Twitter for iPhone,
Barbara Chambers,3841115653,"Houston, TX",2023-01-21 18:42:27,@bradybuzz @GV_Pedia Guns are both!,0,Twitter Web App,
THE Raging Bull,1393732281844568065,,2023-01-21 18:07:44,@stillgray Guns are the answer.,0,Twitter for Android,
KARMA,1191892601273798656,"Houston, TX",2023-01-21 17:12:23,France don’t got guns y’all try that shit here they nuking us niggas,0,Twitter for iPhone,
Marc Hickham,1520163477645635586,"Friendswood, TX",2023-01-21 17:01:02,Ukraine-Russia war: Zelenskyy says he can't use 'words instead of guns' as defense chiefs fail on tank deal… https://t.co/nspdvPiTri,0,Twitter for iPhone,
John McClain,63227257,Houston,2023-01-21 16:55:20,Texas Tech head coach Joey McGuire with the Rotary Lombardi Trophy at the Greater Houston Football Coaches Associat… https://t.co/ZrDBdtynq4,6,Twitter for iPhone,
Greg Kellogg,1518375575643111424,"Spring, TX",2023-01-21 16:51:31,@JerasIkehorn No.  The love of money is the root of all evil. Money is a tool that can be used for good or evil.  Just like guns.,0,Twitter for iPhone,
Billy Baroo,30874777,Pearland,2023-01-21 16:48:19,@davewolfusa @itsJeffTiedrich You’re the opposite of smart if you believe that gun is a military weapon. Kyle stood… https://t.co/N734wHLIDi,0,Twitter for iPhone,
Christopher LaMell,1608156598496628736,"Houston, TX",2023-01-21 16:34:58,"@NatlGunRights If people can be controlled easy enough, we can prevent unwanted behavior and killing. Guns aren’t w… https://t.co/cKZ68NixGE",0,Twitter for iPhone,
John,97313851,"Houston, TX",2023-01-21 16:02:52,@GregAbbott_TX How about you resign you homophobic racist biggot? That would definitely help us keep our money and guns AND protect kids,0,Twitter for Android,
Él Guapo,36799189,"Houston, TX",2023-01-21 16:01:50,"@ErynSkyy 😂 nah the inside was tea, but that outside give guns-point.",0,Twitter for iPhone,
Mimi Joeckel,1586497072341065730,"Katy, Texas",2023-01-21 15:48:03,@BillquinnBill @B0bpinciotti Disagree. I have hand guns as well. But when you’re nervous - as I would be if someone… https://t.co/ByRW5rEH28,0,Twitter for iPhone,
Tim O. Nowland,355335944,"Houston, Texas",2023-01-21 15:39:48,Idaho colleges restrict guns on campus. A Moscow Republican wants to change that https://t.co/Ze7BmJqbeg via @Yahoo,1,Twitter Web App,
Tim O. Nowland,355335944,"Houston, Texas",2023-01-21 15:39:20,"Abortion, guns, gender identity: Freshman North Idaho lawmaker makes slew of pitches https://t.co/czNJf2G3fk via @Yahoo",0,Twitter Web App,
DJ,32909028,"Houston, TX",2023-01-21 15:36:15,"It seems like they couldn't make it much easier to put more guns on the streets, but I'm sure they'll find a way, w… https://t.co/RP7v08LvMM",0,Twitter Web App,
Tim O. Nowland,355335944,"Houston, Texas",2023-01-21 15:20:24,"Florida can punish local officials for restricting guns, top state court rules https://t.co/VyVSdaShEz via @Yahoo",0,Twitter Web App,
Mimi Joeckel,1586497072341065730,"Katy, Texas",2023-01-21 15:16:20,@Buck17761 Keep your guns handy and loaded!,0,Twitter for iPhone,
kevin young,1496489416927371264,,2023-01-21 15:11:27,"@ericareport I think black guns should be added to the restricted list along with machine guns.
You can still buy e… https://t.co/MAH72NUHmP",0,Twitter for iPhone,
Smokey Bear,1269468679416287233,"Houston, TX",2023-01-21 14:46:20,@bigangrylaw @AlecBaldwin Where does it say it was a prop? Pretty sure it was a real gun that was supposed to be lo… https://t.co/ikbHw8UBKS,0,Twitter for iPhone,
Denise,1240007834055704576,spring,2023-01-21 14:45:10,So do you guys put guns on your hood/trunk of your car when making content to make your car seem cool? I’m just con… https://t.co/hb5fin88iL,0,Twitter for iPhone,
Bigez919,1138860110212718592,"Houston, TX",2023-01-21 14:19:23,"@laurenboebert First off, Hello Gorgeous. Secondly they are purposely trying to break us down, and destroy us. So t… https://t.co/7QRKLXserO",0,Twitter for Android,
Sinapus,16267395,"Houston, TX",2023-01-21 13:29:46,@secretbnuy762 @PopsAndBigRubes @redbikemaster @bosschonk @Shawn07840240 @TommysDesktop @TheGenCatton @HuffPost Cut… https://t.co/xg1cXarwQ2,0,Twitter Web App,
